分类         ,Material Number    ,CFN                ,Group    ,Ver. ,Plant ,Operation/activity ,Operation description ,OEE  ,调试时间   ,备注
器械         ,907406SF           ,907406SF           ,50210318 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,907408SF           ,907408SF           ,50213033 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,907409SF           ,907409SF           ,50213035 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,907410SF           ,907410SF           ,50213037 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,907411SF           ,907411SF           ,50213039 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,907412SF           ,907412SF           ,50213041 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,907413SF           ,907413SF           ,50213043 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,907414SF           ,907414SF           ,50213045 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9198120-03-01-KH   ,9198120-03-01-KH   ,50210320 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9198120-03-02-02   ,9198120-03-02-02   ,50210321 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9198120-03-02-03   ,9198120-03-02-03   ,50210322 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9198271-01         ,9198271-01         ,50218900 ,PV01 , 1303 ,                30 ,车削                    ,0.0  ,       ,
器械         ,9198271-02-01      ,9198271-02-01      ,50218902 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9198271-02-05-KH   ,9198271-02-05-KH   ,50217425 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9359003-01-01      ,9359003-01-01      ,50210324 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9359004-01-01      ,9359004-01-01      ,50210327 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,955-519SF          ,955-519SF          ,50210329 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,955-524-01         ,955-524-01         ,50210332 ,PV01 , 1303 ,                20 ,车削                    ,0.0  , 200.0 ,
器械         ,955-524-02         ,955-524-02         ,50210333 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,955-524-02         ,955-524-02         ,50210333 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9560118-01         ,9560118-01         ,50210338 ,PV01 , 1303 ,                20 ,车削                    ,0.0  , 200.0 ,
器械         ,9560118-02         ,9560118-02         ,50210339 ,PV01 , 1303 ,                20 ,数控铣                   ,0.7  ,   3.5 ,
器械         ,9560118-02         ,9560118-02         ,50210339 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9560430SF          ,9560430SF          ,50210352 ,PV01 , 1303 ,                10 ,车削（可外协）               ,0.0  , 560.0 ,
器械         ,9565660-01         ,9565660-01         ,50210375 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565660-01         ,9565660-01         ,50210376 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9565660-02-3       ,9565660-02-3       ,50210377 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565660-02-3       ,9565660-02-3       ,50210377 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565660-02-4       ,9565660-02-4       ,50210378 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565660-02-4       ,9565660-02-4       ,50210378 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565660-02-5       ,9565660-02-5       ,50210379 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565660-02-5       ,9565660-02-5       ,50210379 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565660-02-6       ,9565660-02-6       ,50210380 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565660-02-6       ,9565660-02-6       ,50210380 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565660-02-7       ,9565660-02-7       ,50210381 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565660-02-7       ,9565660-02-7       ,50210381 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565660-02-8       ,9565660-02-8       ,50210382 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565660-02-8       ,9565660-02-8       ,50210382 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565660-02-9       ,9565660-02-9       ,50210383 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565660-02-9       ,9565660-02-9       ,50210383 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565661-01         ,9565661-01         ,50210387 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565661-01         ,9565661-01         ,50210388 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9565662-01         ,9565662-01         ,50210392 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565662-01         ,9565662-01         ,50210393 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9565663-01         ,9565663-01         ,50210397 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565663-01         ,9565663-01         ,50210398 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9565664-01         ,9565664-01         ,50210402 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565664-01         ,9565664-01         ,50210403 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9565665-01         ,9565665-01         ,50210407 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565665-01         ,9565665-01         ,50210408 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9565666-01         ,9565666-01         ,50210412 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565666-01         ,9565666-01         ,50210413 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9565670-01         ,9565670-01         ,50210416 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565670-01         ,9565670-01         ,50247085 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9565670-02-3       ,9565670-02-3       ,50210418 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565670-02-3       ,9565670-02-3       ,50210418 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565670-02-4       ,9565670-02-4       ,50210419 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565670-02-4       ,9565670-02-4       ,50210419 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565670-02-5       ,9565670-02-5       ,50210420 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565670-02-5       ,9565670-02-5       ,50210420 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565670-02-6       ,9565670-02-6       ,50210421 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565670-02-6       ,9565670-02-6       ,50210421 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565670-02-7       ,9565670-02-7       ,50210422 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565670-02-7       ,9565670-02-7       ,50210422 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565670-02-8       ,9565670-02-8       ,50210423 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565670-02-8       ,9565670-02-8       ,50210423 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565670-02-9       ,9565670-02-9       ,50210424 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565670-02-9       ,9565670-02-9       ,50210424 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565671-01         ,9565671-01         ,50210427 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565671-01         ,9565671-01         ,50247086 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9565672-01         ,9565672-01         ,50210431 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565672-01         ,9565672-01         ,50247087 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9565673-01         ,9565673-01         ,50210435 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565673-01         ,9565673-01         ,50247088 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9565674-01         ,9565674-01         ,50210439 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565674-01         ,9565674-01         ,50247089 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9565675-01         ,9565675-01         ,50210443 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565675-01         ,9565675-01         ,50247090 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9565676-01         ,9565676-01         ,50210447 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565676-01         ,9565676-01         ,50247091 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9565680-01         ,9565680-01         ,50210452 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565680-01         ,9565680-01         ,50210453 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9565680-02-3       ,9565680-02-3       ,50210454 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565680-02-3       ,9565680-02-3       ,50210454 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565680-02-4       ,9565680-02-4       ,50210455 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565680-02-4       ,9565680-02-4       ,50210455 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565680-02-5       ,9565680-02-5       ,50210456 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565680-02-5       ,9565680-02-5       ,50210456 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565680-02-6       ,9565680-02-6       ,50210457 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565680-02-6       ,9565680-02-6       ,50210457 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565680-02-7       ,9565680-02-7       ,50210458 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565680-02-7       ,9565680-02-7       ,50210458 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565680-02-8       ,9565680-02-8       ,50210459 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565680-02-8       ,9565680-02-8       ,50210459 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565680-02-9       ,9565680-02-9       ,50210460 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565680-02-9       ,9565680-02-9       ,50210460 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565681-01         ,9565681-01         ,50210464 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565681-01         ,9565681-01         ,50210465 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9565682-01         ,9565682-01         ,50210469 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565682-01         ,9565682-01         ,50210470 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9565683-01         ,9565683-01         ,50210474 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565683-01         ,9565683-01         ,50210475 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9565684-01         ,9565684-01         ,50210479 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565684-01         ,9565684-01         ,50210480 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9565685-01         ,9565685-01         ,50210484 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565685-01         ,9565685-01         ,50210485 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9565686-01         ,9565686-01         ,50210489 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565686-01         ,9565686-01         ,50210490 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9565720-01         ,9565720-01         ,50210493 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565720-01         ,9565720-01         ,50247092 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9565720-02-3       ,9565720-02-3       ,50210495 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565720-02-3       ,9565720-02-3       ,50210495 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565720-02-4       ,9565720-02-4       ,50210496 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565720-02-4       ,9565720-02-4       ,50210496 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565720-02-5       ,9565720-02-5       ,50210497 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565720-02-5       ,9565720-02-5       ,50210497 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565720-02-6       ,9565720-02-6       ,50210498 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565720-02-6       ,9565720-02-6       ,50210498 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565720-02-7       ,9565720-02-7       ,50210499 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565720-02-7       ,9565720-02-7       ,50210499 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565720-02-8       ,9565720-02-8       ,50210500 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565720-02-8       ,9565720-02-8       ,50210500 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565720-02-9       ,9565720-02-9       ,50210501 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9565720-02-9       ,9565720-02-9       ,50210501 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9565721-01         ,9565721-01         ,50210504 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565721-01         ,9565721-01         ,50247093 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9565722-01         ,9565722-01         ,50210508 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565722-01         ,9565722-01         ,50247094 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9565723-01         ,9565723-01         ,50210512 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565723-01         ,9565723-01         ,50247095 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9565724-01         ,9565724-01         ,50210516 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565724-01         ,9565724-01         ,50247096 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9565725-01         ,9565725-01         ,50210520 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565725-01         ,9565725-01         ,50247097 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9565726-01         ,9565726-01         ,50210524 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9565726-01         ,9565726-01         ,50247098 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9568224SF          ,9568224SF          ,50210528 ,PV01 , 1303 ,                20 ,车削                    ,0.0  , 270.0 ,
器械         ,9568224SF          ,9568224SF          ,50210528 ,PV01 , 1303 ,                30 ,数控铣                   ,0.75 ,   9.0 ,
器械         ,9568224SF          ,9568224SF          ,50210528 ,PV01 , 1303 ,                60 ,线切割（可外协）              ,0.77 ,   1.5 ,
器械         ,9568225SF          ,9568225SF          ,50210530 ,PV01 , 1303 ,                20 ,车削                    ,0.0  , 270.0 ,
器械         ,9568225SF          ,9568225SF          ,50210530 ,PV01 , 1303 ,                30 ,数控铣                   ,0.75 ,   9.0 ,
器械         ,9568225SF          ,9568225SF          ,50210530 ,PV01 , 1303 ,                60 ,线切割（可外协）              ,0.77 ,   1.5 ,
器械         ,9568226SF          ,9568226SF          ,50210532 ,PV01 , 1303 ,                20 ,车削                    ,0.0  , 270.0 ,
器械         ,9568226SF          ,9568226SF          ,50210532 ,PV01 , 1303 ,                30 ,数控铣                   ,0.75 ,   9.0 ,
器械         ,9568226SF          ,9568226SF          ,50210532 ,PV01 , 1303 ,                60 ,线切割（可外协）              ,0.77 ,   1.5 ,
器械         ,9568227SF          ,9568227SF          ,50210534 ,PV01 , 1303 ,                20 ,车削                    ,0.0  , 270.0 ,
器械         ,9568227SF          ,9568227SF          ,50210534 ,PV01 , 1303 ,                30 ,数控铣                   ,0.75 ,   9.0 ,
器械         ,9568227SF          ,9568227SF          ,50210534 ,PV01 , 1303 ,                60 ,线切割（可外协）              ,0.77 ,   1.5 ,
器械         ,9568228SF          ,9568228SF          ,50210536 ,PV01 , 1303 ,                20 ,车削                    ,0.0  , 270.0 ,
器械         ,9568228SF          ,9568228SF          ,50210536 ,PV01 , 1303 ,                30 ,数控铣                   ,0.75 ,   9.0 ,
器械         ,9568228SF          ,9568228SF          ,50210536 ,PV01 , 1303 ,                60 ,线切割（可外协）              ,0.77 ,   1.5 ,
器械         ,9569224SF          ,9569224SF          ,50210538 ,PV01 , 1303 ,                20 ,车削                    ,0.0  , 270.0 ,
器械         ,9569224SF          ,9569224SF          ,50210538 ,PV01 , 1303 ,                30 ,数控铣                   ,0.75 ,   9.0 ,
器械         ,9569224SF          ,9569224SF          ,50210538 ,PV01 , 1303 ,                60 ,线切割（可外协）              ,0.77 ,   1.5 ,
器械         ,9569225SF          ,9569225SF          ,50210540 ,PV01 , 1303 ,                20 ,车削                    ,0.0  , 270.0 ,
器械         ,9569225SF          ,9569225SF          ,50210540 ,PV01 , 1303 ,                30 ,数控铣                   ,0.75 ,   9.0 ,
器械         ,9569225SF          ,9569225SF          ,50210540 ,PV01 , 1303 ,                60 ,线切割（可外协）              ,0.77 ,   1.5 ,
器械         ,9569226SF          ,9569226SF          ,50210542 ,PV01 , 1303 ,                20 ,车削                    ,0.0  , 270.0 ,
器械         ,9569226SF          ,9569226SF          ,50210542 ,PV01 , 1303 ,                30 ,数控铣                   ,0.75 ,   9.0 ,
器械         ,9569226SF          ,9569226SF          ,50210542 ,PV01 , 1303 ,                60 ,线切割（可外协）              ,0.77 ,   1.5 ,
器械         ,9569227SF          ,9569227SF          ,50210544 ,PV01 , 1303 ,                20 ,车削                    ,0.0  , 270.0 ,
器械         ,9569227SF          ,9569227SF          ,50210544 ,PV01 , 1303 ,                30 ,数控铣                   ,0.75 ,   9.0 ,
器械         ,9569227SF          ,9569227SF          ,50210544 ,PV01 , 1303 ,                60 ,线切割（可外协）              ,0.77 ,   1.5 ,
器械         ,9569228SF          ,9569228SF          ,50210546 ,PV01 , 1303 ,                20 ,车削                    ,0.0  ,  90.0 ,
器械         ,9569228SF          ,9569228SF          ,50210546 ,PV01 , 1303 ,                30 ,数控铣                   ,0.75 ,   9.0 ,
器械         ,9569228SF          ,9569228SF          ,50210546 ,PV01 , 1303 ,                60 ,线切割（可外协）              ,0.77 ,   1.5 ,
器械         ,9569660-01         ,9569660-01         ,50210549 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9569660-01         ,9569660-01         ,50210549 ,PV02 , 1303 ,                30 ,线切割                   ,0.0  ,       ,没做过
器械         ,9569660-01         ,9569660-01         ,50210550 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569661-01         ,9569661-01         ,50210554 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9569661-01         ,9569661-01         ,50210554 ,PV02 , 1303 ,                30 ,线切割                   ,0.0  ,       ,没做过
器械         ,9569661-01         ,9569661-01         ,50210555 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569662-01         ,9569662-01         ,50210559 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9569662-01         ,9569662-01         ,50210559 ,PV02 , 1303 ,                30 ,线切割                   ,0.0  ,       ,没做过
器械         ,9569662-01         ,9569662-01         ,50210560 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569663-01         ,9569663-01         ,50210564 ,PV02 , 1303 ,                20 ,车削                    ,0.0  , 270.0 ,
器械         ,9569663-01         ,9569663-01         ,50210564 ,PV02 , 1303 ,                30 ,线切割                   ,0.0  ,       ,没做过
器械         ,9569663-01         ,9569663-01         ,50210565 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569664-01         ,9569664-01         ,50210569 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9569664-01         ,9569664-01         ,50210569 ,PV02 , 1303 ,                30 ,线切割                   ,0.0  ,       ,没做过
器械         ,9569664-01         ,9569664-01         ,50210570 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569665-01         ,9569665-01         ,50210574 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9569665-01         ,9569665-01         ,50210574 ,PV02 , 1303 ,                30 ,线切割                   ,0.0  ,       ,没做过
器械         ,9569665-01         ,9569665-01         ,50210575 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569666-01         ,9569666-01         ,50210579 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9569666-01         ,9569666-01         ,50210579 ,PV02 , 1303 ,                30 ,线切割                   ,0.0  ,       ,没做过
器械         ,9569666-01         ,9569666-01         ,50210580 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569670-01         ,9569670-01         ,50210583 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9569670-01         ,9569670-01         ,50210583 ,PV02 , 1303 ,                30 ,线切割                   ,0.0  ,       ,没做过
器械         ,9569670-01         ,9569670-01         ,50247099 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569671-01         ,9569671-01         ,50210587 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9569671-01         ,9569671-01         ,50210587 ,PV02 , 1303 ,                30 ,线切割                   ,0.0  ,       ,没做过
器械         ,9569671-01         ,9569671-01         ,50247100 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569672-01         ,9569672-01         ,50210591 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9569672-01         ,9569672-01         ,50210591 ,PV02 , 1303 ,                30 ,线切割                   ,0.0  ,       ,没做过
器械         ,9569672-01         ,9569672-01         ,50247101 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569673-01         ,9569673-01         ,50210595 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9569673-01         ,9569673-01         ,50210595 ,PV02 , 1303 ,                30 ,线切割                   ,0.78 ,   1.5 ,
器械         ,9569673-01         ,9569673-01         ,50247102 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569674-01         ,9569674-01         ,50210599 ,PV02 , 1303 ,                20 ,车削                    ,0.0  , 270.0 ,
器械         ,9569674-01         ,9569674-01         ,50210599 ,PV02 , 1303 ,                30 ,线切割                   ,0.78 ,   1.5 ,
器械         ,9569674-01         ,9569674-01         ,50247103 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569675-01         ,9569675-01         ,50210603 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9569675-01         ,9569675-01         ,50210603 ,PV02 , 1303 ,                30 ,线切割                   ,0.78 ,   1.5 ,
器械         ,9569675-01         ,9569675-01         ,50247104 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569676-01         ,9569676-01         ,50210607 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9569676-01         ,9569676-01         ,50210607 ,PV02 , 1303 ,                30 ,线切割                   ,0.78 ,   1.5 ,
器械         ,9569676-01         ,9569676-01         ,50247105 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569680-01         ,9569680-01         ,50210611 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9569680-01         ,9569680-01         ,50210611 ,PV02 , 1303 ,                30 ,线切割                   ,0.78 ,   1.5 ,
器械         ,9569680-01         ,9569680-01         ,50247106 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569681-01         ,9569681-01         ,50210615 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9569681-01         ,9569681-01         ,50210615 ,PV02 , 1303 ,                30 ,线切割                   ,0.78 ,   1.5 ,
器械         ,9569681-01         ,9569681-01         ,50247107 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569682-01         ,9569682-01         ,50210619 ,PV02 , 1303 ,                20 ,车削                    ,0.0  , 210.0 ,
