分类         ,Material Number    ,CFN                ,Group    ,Ver. ,Plant ,Operation/activity ,Operation description ,OEE  ,调试时间   ,备注
器械         ,9569682-01         ,9569682-01         ,50210619 ,PV02 , 1303 ,                30 ,线切割                   ,0.78 ,   1.5 ,
器械         ,9569682-01         ,9569682-01         ,50247108 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569683-01         ,9569683-01         ,50210623 ,PV02 , 1303 ,                20 ,车削                    ,0.0  , 180.0 ,
器械         ,9569683-01         ,9569683-01         ,50210623 ,PV02 , 1303 ,                30 ,线切割                   ,0.78 ,   1.5 ,
器械         ,9569683-01         ,9569683-01         ,50247109 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569684-01         ,9569684-01         ,50210627 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9569684-01         ,9569684-01         ,50210627 ,PV02 , 1303 ,                30 ,线切割                   ,0.78 ,   1.5 ,
器械         ,9569684-01         ,9569684-01         ,50247110 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569685-01         ,9569685-01         ,50210631 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9569685-01         ,9569685-01         ,50210631 ,PV02 , 1303 ,                30 ,线切割                   ,0.78 ,   1.5 ,
器械         ,9569685-01         ,9569685-01         ,50247111 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569686-01         ,9569686-01         ,50210635 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9569686-01         ,9569686-01         ,50210635 ,PV02 , 1303 ,                30 ,线切割                   ,0.78 ,   1.5 ,
器械         ,9569686-01         ,9569686-01         ,50247112 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569720-01         ,9569720-01         ,50210640 ,PV02 , 1303 ,                20 ,车削                    ,0.0  , 210.0 ,
器械         ,9569720-01         ,9569720-01         ,50210640 ,PV02 , 1303 ,                30 ,线切割                   ,0.78 ,   1.5 ,
器械         ,9569720-01         ,9569720-01         ,50210641 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569721-01         ,9569721-01         ,50210645 ,PV02 , 1303 ,                20 ,车削                    ,0.0  , 270.0 ,
器械         ,9569721-01         ,9569721-01         ,50210645 ,PV02 , 1303 ,                30 ,线切割                   ,0.78 ,   1.5 ,
器械         ,9569721-01         ,9569721-01         ,50210646 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569722-01         ,9569722-01         ,50210650 ,PV02 , 1303 ,                20 ,车削                    ,0.0  , 270.0 ,
器械         ,9569722-01         ,9569722-01         ,50210650 ,PV02 , 1303 ,                30 ,线切割                   ,0.78 ,   1.5 ,
器械         ,9569722-01         ,9569722-01         ,50210651 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569723-01         ,9569723-01         ,50210655 ,PV02 , 1303 ,                20 ,车削                    ,0.0  , 270.0 ,
器械         ,9569723-01         ,9569723-01         ,50210655 ,PV02 , 1303 ,                30 ,线切割                   ,0.78 ,   1.5 ,
器械         ,9569723-01         ,9569723-01         ,50210656 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569724-01         ,9569724-01         ,50210660 ,PV02 , 1303 ,                20 ,车削                    ,0.0  , 180.0 ,
器械         ,9569724-01         ,9569724-01         ,50210660 ,PV02 , 1303 ,                30 ,线切割                   ,0.78 ,   1.5 ,
器械         ,9569724-01         ,9569724-01         ,50210661 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569725-01         ,9569725-01         ,50210665 ,PV02 , 1303 ,                20 ,车削                    ,0.0  , 270.0 ,
器械         ,9569725-01         ,9569725-01         ,50210665 ,PV02 , 1303 ,                30 ,线切割                   ,0.78 ,   1.5 ,
器械         ,9569725-01         ,9569725-01         ,50210666 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569726-01         ,9569726-01         ,50210670 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9569726-01         ,9569726-01         ,50210670 ,PV02 , 1303 ,                30 ,线切割                   ,0.78 ,   1.5 ,
器械         ,9569726-01         ,9569726-01         ,50210671 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9569730-01         ,9569730-01         ,50210676 ,PV01 , 1303 ,                20 ,车削                    ,0.0  , 240.0 ,
器械         ,9569730-02-3       ,9569730-02-3       ,50210677 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9569730-02-3       ,9569730-02-3       ,50210677 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9569730-02-4       ,9569730-02-4       ,50210678 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9569730-02-4       ,9569730-02-4       ,50210678 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9569730-02-5       ,9569730-02-5       ,50210679 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9569730-02-5       ,9569730-02-5       ,50210679 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9569730-02-6       ,9569730-02-6       ,50210680 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9569730-02-6       ,9569730-02-6       ,50210680 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9569730-02-7       ,9569730-02-7       ,50210681 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9569730-02-7       ,9569730-02-7       ,50210681 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9569730-02-8       ,9569730-02-8       ,50210682 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9569730-02-8       ,9569730-02-8       ,50210682 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9569730-02-9       ,9569730-02-9       ,50210683 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9569730-02-9       ,9569730-02-9       ,50210683 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9569731-01         ,9569731-01         ,50210688 ,PV01 , 1303 ,                20 ,车削                    ,0.0  , 270.0 ,
器械         ,9569732-01         ,9569732-01         ,50210693 ,PV01 , 1303 ,                20 ,车削                    ,0.0  , 270.0 ,
器械         ,9569733-01         ,9569733-01         ,50210698 ,PV01 , 1303 ,                20 ,车削                    ,0.0  , 270.0 ,
器械         ,9569734-01         ,9569734-01         ,50210703 ,PV01 , 1303 ,                20 ,车削                    ,0.0  , 270.0 ,
器械         ,9569735-01         ,9569735-01         ,50210708 ,PV01 , 1303 ,                20 ,车削                    ,0.0  , 270.0 ,
器械         ,9569736-01         ,9569736-01         ,50210713 ,PV01 , 1303 ,                20 ,车削                    ,0.0  , 270.0 ,
器械         ,9569750-01         ,9569750-01         ,50210718 ,PV01 , 1303 ,                20 ,车削                    ,0.0  , 270.0 ,
器械         ,9569750-02-3       ,9569750-02-3       ,50210719 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9569750-02-3       ,9569750-02-3       ,50210719 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9569750-02-4       ,9569750-02-4       ,50210720 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9569750-02-4       ,9569750-02-4       ,50210720 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9569750-02-5       ,9569750-02-5       ,50210721 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9569750-02-5       ,9569750-02-5       ,50210721 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9569750-02-6       ,9569750-02-6       ,50210722 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9569750-02-6       ,9569750-02-6       ,50210722 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9569750-02-7       ,9569750-02-7       ,50210723 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9569750-02-7       ,9569750-02-7       ,50210723 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9569750-02-8       ,9569750-02-8       ,50210724 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9569750-02-8       ,9569750-02-8       ,50210724 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9569750-02-9       ,9569750-02-9       ,50210725 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   3.5 ,
器械         ,9569750-02-9       ,9569750-02-9       ,50210725 ,PV01 , 1303 ,                30 ,线切割                   ,0.81 ,   1.5 ,
器械         ,9569751-01         ,9569751-01         ,50210730 ,PV01 , 1303 ,                20 ,车削                    ,0.0  , 270.0 ,
器械         ,9569752-01         ,9569752-01         ,50210735 ,PV01 , 1303 ,                20 ,车削                    ,0.0  ,  90.0 ,
器械         ,9569753-01         ,9569753-01         ,50210740 ,PV01 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9569754-01         ,9569754-01         ,50210745 ,PV01 , 1303 ,                20 ,车削                    ,0.0  , 270.0 ,
器械         ,9569755-01         ,9569755-01         ,50210750 ,PV01 , 1303 ,                20 ,车削                    ,0.0  , 270.0 ,
器械         ,9569756-01         ,9569756-01         ,50210755 ,PV01 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,9790905-01-01      ,9790905-01-01      ,50210767 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9790906-01-01      ,9790906-01-01      ,50210770 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,9790910-01         ,9790910-01         ,50210774 ,PV01 , 1303 ,                10 ,纵切车（可外协）              ,0.65 ,  24.0 ,
器械         ,9790910-02         ,9790910-02         ,50210775 ,PV01 , 1303 ,                10 ,纵切车（可外协）              ,0.65 ,  24.0 ,
器械         ,9790910-03         ,9790910-03         ,50210776 ,PV01 , 1303 ,                10 ,纵切车（可外协）              ,0.65 ,  24.0 ,
器械         ,9790910-04         ,9790910-04         ,50210777 ,PV01 , 1303 ,                10 ,纵切车（可外协）              ,0.65 ,  24.0 ,
器械         ,9790910-KH-08      ,9790910-KH-08      ,50210779 ,PV01 , 1303 ,                10 ,纵切车（可外协）              ,0.65 ,  24.0 ,
器械         ,G3600320SF         ,G3600320SF         ,50210786 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,G3606010SF         ,G3606010SF         ,50210788 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M054318C001        ,M054318C001        ,50271515 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,新品还未受控
器械         ,M054322C001        ,M054322C001        ,50271518 ,PV01 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,M054327C001        ,M054327C001        ,50271508 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M054328C001        ,M054328C001        ,50271513 ,PV01 , 1303 ,                10 ,车削                    ,0.0  ,       ,
器械         ,M054328C001        ,M054328C001        ,50271513 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,新品还未受控
器械         ,M054330C001        ,M054330C001        ,50271510 ,PV01 , 1303 ,                10 ,车削                    ,0.0  , 270.0 ,
器械         ,M054333C001        ,M054333C001        ,50271512 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M054401C001        ,M054401C001        ,50271517 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M054418C001        ,M054418C001        ,50271509 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M054420C001        ,M054420C001        ,50271507 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,新品还未受控
器械         ,M054471C001        ,M054471C001        ,50271514 ,PV01 , 1303 ,                10 ,车削                    ,0.0  ,       ,
器械         ,M065461C001        ,M065461C001        ,50271516 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,新品还未受控
器械         ,M066582C001        ,M066582C001        ,50271511 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
