Material Number,CFN,Group,Ver.,Plant,Group Counter,Sequence,Operation/activity,Operation description,Work Center,Base Quantity,Task list UOM,Machine,Unit (Machine),Labor,Unit (Labor),Fix lot size,Min lot size,Rounding Value,Max lot size
00643169524262,2152512,50194066,PV01,1303,1,0,80,喷砂,KBL08-01,1,EA,60.0,S,60.0,S,0.0,4.0,4.0,65.0
00643169524262,2152512,50194066,PV01,1303,1,0,90,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,65.0
00643169524262,2152512,50194066,PV01,1303,1,0,100,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,4.0,4.0,65.0
00643169524262,2152512,50194066,PV01,1303,1,0,110,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,65.0
00643169524262,2152512,50194066,PV01,1303,1,0,120,钝化,KPL08-03,1,EA,210.0,S,210.0,S,0.0,4.0,4.0,65.0
00643169524262,2152512,50194066,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,288.0,S,288.0,S,0.0,4.0,4.0,65.0
00643169524262,2152512,50194066,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,65.0
00643169524262,2152512,50194066,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,240.0,S,0.0,4.0,4.0,65.0
00643169524262,2152512,50194066,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,65.0
00643169524279,2152514,50194074,PV01,1303,1,0,10,锯,KAM08-27,1,EA,252.0,S,252.0,S,0.0,4.0,4.0,60.0
00643169524279,2152514,50194074,PV01,1303,1,0,20,数控铣,KMC08*05,1,EA,4500.0,S,1620.0,S,0.0,4.0,4.0,60.0
00643169524279,2152514,50194074,PV01,1303,1,0,30,数控铣,KMC08-05,1,EA,1764.0,S,708.0,S,0.0,4.0,4.0,60.0
00643169524279,2152514,50194074,PV01,1303,1,0,40,研磨,KTU08-03,1,EA,240.0,S,240.0,S,0.0,4.0,4.0,60.0
00643169524279,2152514,50194074,PV01,1303,1,0,50,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,60.0
00643169524279,2152514,50194074,PV01,1303,1,0,60,非真空热处理,KHT08-01,1,EA,630.0,S,630.0,S,0.0,4.0,4.0,60.0
00643169524279,2152514,50194074,PV01,1303,1,0,70,电解,KEP08-01,1,EA,165.0,S,165.0,S,0.0,4.0,4.0,60.0
00643169524279,2152514,50194074,PV01,1303,1,0,80,喷砂,KBL08-01,1,EA,60.0,S,60.0,S,0.0,4.0,4.0,60.0
00643169524279,2152514,50194074,PV01,1303,1,0,90,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,60.0
00643169524279,2152514,50194074,PV01,1303,1,0,100,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,4.0,4.0,60.0
00643169524279,2152514,50194074,PV01,1303,1,0,110,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,60.0
00643169524279,2152514,50194074,PV01,1303,1,0,120,钝化,KPL08-03,1,EA,210.0,S,210.0,S,0.0,4.0,4.0,60.0
00643169524279,2152514,50194074,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,288.0,S,288.0,S,0.0,4.0,4.0,60.0
00643169524279,2152514,50194074,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,60.0
00643169524279,2152514,50194074,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,240.0,S,0.0,4.0,4.0,60.0
00643169524279,2152514,50194074,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,60.0
00643169524286,2152516,50194083,PV01,1303,1,0,10,锯,KAM08-27,1,EA,72.0,S,72.0,S,0.0,4.0,4.0,55.0
00643169524286,2152516,50194083,PV01,1303,1,0,20,数控铣,KMC08*05,1,EA,4860.0,S,1740.0,S,0.0,4.0,4.0,55.0
00643169524286,2152516,50194083,PV01,1303,1,0,30,数控铣,KMC08-05,1,EA,1404.0,S,588.0,S,0.0,4.0,4.0,55.0
00643169524286,2152516,50194083,PV01,1303,1,0,40,研磨,KTU08-03,1,EA,240.0,S,240.0,S,0.0,4.0,4.0,55.0
00643169524286,2152516,50194083,PV01,1303,1,0,50,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,55.0
00643169524286,2152516,50194083,PV01,1303,1,0,60,非真空热处理,KHT08-01,1,EA,630.0,S,630.0,S,0.0,4.0,4.0,55.0
00643169524286,2152516,50194083,PV01,1303,1,0,70,电解,KEP08-01,1,EA,165.0,S,165.0,S,0.0,4.0,4.0,55.0
00643169524286,2152516,50194083,PV01,1303,1,0,80,喷砂,KBL08-01,1,EA,180.0,S,180.0,S,0.0,4.0,4.0,55.0
00643169524286,2152516,50194083,PV01,1303,1,0,90,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,55.0
00643169524286,2152516,50194083,PV01,1303,1,0,100,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,4.0,4.0,55.0
00643169524286,2152516,50194083,PV01,1303,1,0,110,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,55.0
00643169524286,2152516,50194083,PV01,1303,1,0,120,钝化,KPL08-03,1,EA,210.0,S,210.0,S,0.0,4.0,4.0,55.0
00643169524286,2152516,50194083,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,288.0,S,288.0,S,0.0,4.0,4.0,55.0
00643169524286,2152516,50194083,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,55.0
00643169524286,2152516,50194083,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,240.0,S,0.0,4.0,4.0,55.0
00643169524286,2152516,50194083,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,55.0
00643169524293,2152518,50194091,PV01,1303,1,0,10,锯,KAM08-27,1,EA,72.0,S,72.0,S,0.0,3.0,3.0,50.0
00643169524293,2152518,50194091,PV01,1303,1,0,20,数控铣,KMC08*05,1,EA,5364.0,S,1908.0,S,0.0,3.0,3.0,50.0
00643169524293,2152518,50194091,PV01,1303,1,0,30,数控铣,KMC08-05,1,EA,1692.0,S,684.0,S,0.0,3.0,3.0,50.0
00643169524293,2152518,50194091,PV01,1303,1,0,40,研磨,KTU08-03,1,EA,240.0,S,240.0,S,0.0,3.0,3.0,50.0
00643169524293,2152518,50194091,PV01,1303,1,0,50,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,50.0
00643169524293,2152518,50194091,PV01,1303,1,0,60,非真空热处理,KHT08-01,1,EA,630.0,S,630.0,S,0.0,3.0,3.0,50.0
00643169524293,2152518,50194091,PV01,1303,1,0,70,电解,KEP08-01,1,EA,165.0,S,165.0,S,0.0,3.0,3.0,50.0
00643169524293,2152518,50194091,PV01,1303,1,0,80,喷砂,KBL08-01,1,EA,180.0,S,180.0,S,0.0,3.0,3.0,50.0
00643169524293,2152518,50194091,PV01,1303,1,0,90,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,50.0
00643169524293,2152518,50194091,PV01,1303,1,0,100,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,3.0,3.0,50.0
00643169524293,2152518,50194091,PV01,1303,1,0,110,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,50.0
00643169524293,2152518,50194091,PV01,1303,1,0,120,钝化,KPL08-03,1,EA,210.0,S,210.0,S,0.0,3.0,3.0,50.0
00643169524293,2152518,50194091,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,288.0,S,288.0,S,0.0,3.0,3.0,50.0
00643169524293,2152518,50194091,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,50.0
00643169524293,2152518,50194091,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,240.0,S,0.0,3.0,3.0,50.0
00643169524293,2152518,50194091,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,50.0
00643169524309,2152520,50194102,PV01,1303,1,0,10,锯,KAM08-27,1,EA,72.0,S,72.0,S,0.0,3.0,3.0,45.0
00643169524309,2152520,50194102,PV01,1303,1,0,20,数控铣,KMC08*05,1,EA,5220.0,S,1860.0,S,0.0,3.0,3.0,45.0
00643169524309,2152520,50194102,PV01,1303,1,0,30,数控铣,KMC08-05,1,EA,1692.0,S,684.0,S,0.0,3.0,3.0,45.0
00643169524309,2152520,50194102,PV01,1303,1,0,40,研磨,KTU08-03,1,EA,240.0,S,240.0,S,0.0,3.0,3.0,45.0
00643169524309,2152520,50194102,PV01,1303,1,0,50,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,45.0
00643169524309,2152520,50194102,PV01,1303,1,0,60,非真空热处理,KHT08-01,1,EA,630.0,S,630.0,S,0.0,3.0,3.0,45.0
00643169524309,2152520,50194102,PV01,1303,1,0,70,电解,KEP08-01,1,EA,165.0,S,165.0,S,0.0,3.0,3.0,45.0
00643169524309,2152520,50194102,PV01,1303,1,0,80,喷砂,KBL08-01,1,EA,180.0,S,180.0,S,0.0,3.0,3.0,45.0
00643169524309,2152520,50194102,PV01,1303,1,0,90,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,45.0
00643169524309,2152520,50194102,PV01,1303,1,0,100,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,3.0,3.0,45.0
00643169524309,2152520,50194102,PV01,1303,1,0,110,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,45.0
00643169524309,2152520,50194102,PV01,1303,1,0,120,钝化,KPL08-03,1,EA,210.0,S,210.0,S,0.0,3.0,3.0,45.0
00643169524309,2152520,50194102,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,288.0,S,288.0,S,0.0,3.0,3.0,45.0
00643169524309,2152520,50194102,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,45.0
00643169524309,2152520,50194102,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,240.0,S,0.0,3.0,3.0,45.0
00643169524309,2152520,50194102,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,45.0
00643169524316,2152612,50194110,PV01,1303,1,0,10,锯,KAM08-27,1,EA,72.0,S,72.0,S,0.0,3.0,3.0,52.0
00643169524316,2152612,50194110,PV01,1303,1,0,20,数控铣,KMC08*07,1,EA,5112.0,S,1824.0,S,0.0,3.0,3.0,52.0
00643169524316,2152612,50194110,PV01,1303,1,0,30,数控铣,KMC08-07,1,EA,2268.0,S,876.0,S,0.0,3.0,3.0,52.0
00643169524316,2152612,50194110,PV01,1303,1,0,40,研磨,KTU08-03,1,EA,240.0,S,240.0,S,0.0,3.0,3.0,52.0
00643169524316,2152612,50194110,PV01,1303,1,0,50,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,52.0
00643169524316,2152612,50194110,PV01,1303,1,0,60,非真空热处理,KHT08-01,1,EA,630.0,S,234.0,S,0.0,3.0,3.0,52.0
00643169524316,2152612,50194110,PV01,1303,1,0,70,电解,KEP08-01,1,EA,102.0,S,62.0,S,0.0,3.0,3.0,52.0
00643169524316,2152612,50194110,PV01,1303,1,0,80,喷砂,KBL08-01,1,EA,180.0,S,90.0,S,0.0,3.0,3.0,52.0
00643169524316,2152612,50194110,PV01,1303,1,0,90,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,52.0
00643169524316,2152612,50194110,PV01,1303,1,0,100,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,3.0,3.0,52.0
00643169524316,2152612,50194110,PV01,1303,1,0,110,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,52.0
00643169524316,2152612,50194110,PV01,1303,1,0,120,钝化,KPL08-03,1,EA,210.0,S,24.0,S,0.0,3.0,3.0,52.0
00643169524316,2152612,50194110,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,288.0,S,288.0,S,0.0,3.0,3.0,52.0
00643169524316,2152612,50194110,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,77.0,S,0.0,3.0,3.0,52.0
00643169524316,2152612,50194110,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,180.0,S,0.0,3.0,3.0,52.0
00643169524316,2152612,50194110,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,45.0,S,0.0,3.0,3.0,52.0
00643169524323,2152614,50194118,PV01,1303,1,0,10,锯,KAM08-27,1,EA,72.0,S,72.0,S,0.0,4.0,4.0,49.0
00643169524323,2152614,50194118,PV01,1303,1,0,20,数控铣,KMC08*07,1,EA,5040.0,S,1800.0,S,0.0,4.0,4.0,49.0
00643169524323,2152614,50194118,PV01,1303,1,0,30,数控铣,KMC08-07,1,EA,2268.0,S,876.0,S,0.0,4.0,4.0,49.0
00643169524323,2152614,50194118,PV01,1303,1,0,40,研磨,KTU08-03,1,EA,240.0,S,240.0,S,0.0,4.0,4.0,49.0
00643169524323,2152614,50194118,PV01,1303,1,0,50,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,49.0
00643169524323,2152614,50194118,PV01,1303,1,0,60,非真空热处理,KHT08-01,1,EA,630.0,S,630.0,S,0.0,4.0,4.0,49.0
00643169524323,2152614,50194118,PV01,1303,1,0,70,电解,KEP08-01,1,EA,165.0,S,165.0,S,0.0,4.0,4.0,49.0
00643169524323,2152614,50194118,PV01,1303,1,0,80,喷砂,KBL08-01,1,EA,180.0,S,180.0,S,0.0,4.0,4.0,49.0
00643169524323,2152614,50194118,PV01,1303,1,0,90,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,49.0
00643169524323,2152614,50194118,PV01,1303,1,0,100,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,4.0,4.0,49.0
00643169524323,2152614,50194118,PV01,1303,1,0,110,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,49.0
00643169524323,2152614,50194118,PV01,1303,1,0,120,钝化,KPL08-03,1,EA,210.0,S,210.0,S,0.0,4.0,4.0,49.0
00643169524323,2152614,50194118,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,288.0,S,288.0,S,0.0,4.0,4.0,49.0
00643169524323,2152614,50194118,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,49.0
00643169524323,2152614,50194118,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,240.0,S,0.0,4.0,4.0,49.0
00643169524323,2152614,50194118,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,49.0
00643169524330,2152616,50194126,PV01,1303,1,0,10,锯,KAM08-27,1,EA,252.0,S,252.0,S,0.0,3.0,3.0,46.0
00643169524330,2152616,50194126,PV01,1303,1,0,20,数控铣,KMC08*07,1,EA,5112.0,S,1824.0,S,0.0,3.0,3.0,46.0
00643169524330,2152616,50194126,PV01,1303,1,0,30,数控铣,KMC08-07,1,EA,2340.0,S,900.0,S,0.0,3.0,3.0,46.0
00643169524330,2152616,50194126,PV01,1303,1,0,40,研磨,KTU08-03,1,EA,240.0,S,240.0,S,0.0,3.0,3.0,46.0
00643169524330,2152616,50194126,PV01,1303,1,0,50,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,46.0
00643169524330,2152616,50194126,PV01,1303,1,0,60,非真空热处理,KHT08-01,1,EA,630.0,S,630.0,S,0.0,3.0,3.0,46.0
00643169524330,2152616,50194126,PV01,1303,1,0,70,电解,KEP08-01,1,EA,165.0,S,165.0,S,0.0,3.0,3.0,46.0
00643169524330,2152616,50194126,PV01,1303,1,0,80,喷砂,KBL08-01,1,EA,60.0,S,60.0,S,0.0,3.0,3.0,46.0
00643169524330,2152616,50194126,PV01,1303,1,0,90,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,46.0
00643169524330,2152616,50194126,PV01,1303,1,0,100,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,3.0,3.0,46.0
00643169524330,2152616,50194126,PV01,1303,1,0,110,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,46.0
00643169524330,2152616,50194126,PV01,1303,1,0,120,钝化,KPL08-03,1,EA,210.0,S,210.0,S,0.0,3.0,3.0,46.0
00643169524330,2152616,50194126,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,288.0,S,288.0,S,0.0,3.0,3.0,46.0
00643169524330,2152616,50194126,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,46.0
00643169524330,2152616,50194126,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,240.0,S,0.0,3.0,3.0,46.0
00643169524330,2152616,50194126,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,46.0
00643169524347,2152618,50194134,PV01,1303,1,0,10,锯,KAM08-27,1,EA,72.0,S,72.0,S,0.0,3.0,3.0,43.0
00643169524347,2152618,50194134,PV01,1303,1,0,20,数控铣,KMC08*07,1,EA,5400.0,S,1920.0,S,0.0,3.0,3.0,43.0
00643169524347,2152618,50194134,PV01,1303,1,0,30,数控铣,KMC08-07,1,EA,1980.0,S,780.0,S,0.0,3.0,3.0,43.0
00643169524347,2152618,50194134,PV01,1303,1,0,40,研磨,KTU08-03,1,EA,240.0,S,240.0,S,0.0,3.0,3.0,43.0
00643169524347,2152618,50194134,PV01,1303,1,0,50,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,43.0
00643169524347,2152618,50194134,PV01,1303,1,0,60,非真空热处理,KHT08-01,1,EA,630.0,S,630.0,S,0.0,3.0,3.0,43.0
00643169524347,2152618,50194134,PV01,1303,1,0,70,电解,KEP08-01,1,EA,165.0,S,165.0,S,0.0,3.0,3.0,43.0
00643169524347,2152618,50194134,PV01,1303,1,0,80,喷砂,KBL08-01,1,EA,180.0,S,180.0,S,0.0,3.0,3.0,43.0
00643169524347,2152618,50194134,PV01,1303,1,0,90,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,43.0
00643169524347,2152618,50194134,PV01,1303,1,0,100,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,3.0,3.0,43.0
00643169524347,2152618,50194134,PV01,1303,1,0,110,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,43.0
00643169524347,2152618,50194134,PV01,1303,1,0,120,钝化,KPL08-03,1,EA,210.0,S,210.0,S,0.0,3.0,3.0,43.0
00643169524347,2152618,50194134,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,288.0,S,288.0,S,0.0,3.0,3.0,43.0
00643169524347,2152618,50194134,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,43.0
00643169524347,2152618,50194134,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,240.0,S,0.0,3.0,3.0,43.0
00643169524347,2152618,50194134,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,43.0
00643169524354,2152620,50194141,PV01,1303,1,0,10,锯,KAM08-27,1,EA,72.0,S,72.0,S,0.0,3.0,3.0,41.0
00643169524354,2152620,50194141,PV01,1303,1,0,20,数控铣,KMC08*07,1,EA,5580.0,S,1980.0,S,0.0,3.0,3.0,41.0
00643169524354,2152620,50194141,PV01,1303,1,0,30,数控铣,KMC08-07,1,EA,1980.0,S,780.0,S,0.0,3.0,3.0,41.0
00643169524354,2152620,50194141,PV01,1303,1,0,40,研磨,KTU08-03,1,EA,240.0,S,240.0,S,0.0,3.0,3.0,41.0
00643169524354,2152620,50194141,PV01,1303,1,0,50,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,41.0
00643169524354,2152620,50194141,PV01,1303,1,0,60,非真空热处理,KHT08-01,1,EA,630.0,S,630.0,S,0.0,3.0,3.0,41.0
00643169524354,2152620,50194141,PV01,1303,1,0,70,电解,KEP08-01,1,EA,165.0,S,165.0,S,0.0,3.0,3.0,41.0
00643169524354,2152620,50194141,PV01,1303,1,0,80,喷砂,KBL08-01,1,EA,180.0,S,180.0,S,0.0,3.0,3.0,41.0
00643169524354,2152620,50194141,PV01,1303,1,0,90,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,41.0
00643169524354,2152620,50194141,PV01,1303,1,0,100,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,3.0,3.0,41.0
00643169524354,2152620,50194141,PV01,1303,1,0,110,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,41.0
00643169524354,2152620,50194141,PV01,1303,1,0,120,钝化,KPL08-03,1,EA,210.0,S,210.0,S,0.0,3.0,3.0,41.0
00643169524354,2152620,50194141,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,288.0,S,288.0,S,0.0,3.0,3.0,41.0
00643169524354,2152620,50194141,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,41.0
00643169524354,2152620,50194141,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,240.0,S,0.0,3.0,3.0,41.0
00643169524354,2152620,50194141,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,41.0
00643169524361,2154416,50194149,PV01,1303,1,0,10,锯,KAM08-27,1,EA,72.0,S,72.0,S,0.0,4.0,4.0,50.0
00643169524361,2154416,50194149,PV01,1303,1,0,20,数控铣,KMC08*05,1,EA,4500.0,S,1620.0,S,0.0,4.0,4.0,50.0
00643169524361,2154416,50194149,PV01,1303,1,0,30,数控铣,KMC08-05,1,EA,1980.0,S,780.0,S,0.0,4.0,4.0,50.0
00643169524361,2154416,50194149,PV01,1303,1,0,40,研磨,KTU08-03,1,EA,240.0,S,240.0,S,0.0,4.0,4.0,50.0
00643169524361,2154416,50194149,PV01,1303,1,0,50,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,50.0
00643169524361,2154416,50194149,PV01,1303,1,0,60,非真空热处理,KHT08-01,1,EA,630.0,S,630.0,S,0.0,4.0,4.0,50.0
00643169524361,2154416,50194149,PV01,1303,1,0,70,电解,KEP08-01,1,EA,165.0,S,165.0,S,0.0,4.0,4.0,50.0
00643169524361,2154416,50194149,PV01,1303,1,0,80,喷砂,KBL08-01,1,EA,180.0,S,180.0,S,0.0,4.0,4.0,50.0
00643169524361,2154416,50194149,PV01,1303,1,0,90,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,50.0
00643169524361,2154416,50194149,PV01,1303,1,0,100,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,4.0,4.0,50.0
00643169524361,2154416,50194149,PV01,1303,1,0,110,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,50.0
00643169524361,2154416,50194149,PV01,1303,1,0,120,钝化,KPL08-03,1,EA,210.0,S,210.0,S,0.0,4.0,4.0,50.0
00643169524361,2154416,50194149,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,288.0,S,288.0,S,0.0,4.0,4.0,50.0
00643169524361,2154416,50194149,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,50.0
00643169524361,2154416,50194149,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,240.0,S,0.0,4.0,4.0,50.0
00643169524361,2154416,50194149,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,50.0
00643169524378,2154418,50194157,PV01,1303,1,0,10,锯,KAM08-27,1,EA,72.0,S,72.0,S,0.0,3.0,3.0,45.0
00643169524378,2154418,50194157,PV01,1303,1,0,20,数控铣,KMC08*05,1,EA,5472.0,S,1944.0,S,0.0,3.0,3.0,45.0
00643169524378,2154418,50194157,PV01,1303,1,0,30,数控铣,KMC08-05,1,EA,1692.0,S,684.0,S,0.0,3.0,3.0,45.0
00643169524378,2154418,50194157,PV01,1303,1,0,40,研磨,KTU08-03,1,EA,240.0,S,240.0,S,0.0,3.0,3.0,45.0
00643169524378,2154418,50194157,PV01,1303,1,0,50,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,45.0
00643169524378,2154418,50194157,PV01,1303,1,0,60,非真空热处理,KHT08-01,1,EA,630.0,S,630.0,S,0.0,3.0,3.0,45.0
00643169524378,2154418,50194157,PV01,1303,1,0,70,电解,KEP08-01,1,EA,165.0,S,165.0,S,0.0,3.0,3.0,45.0
00643169524378,2154418,50194157,PV01,1303,1,0,80,喷砂,KBL08-01,1,EA,180.0,S,180.0,S,0.0,3.0,3.0,45.0
00643169524378,2154418,50194157,PV01,1303,1,0,90,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,45.0
00643169524378,2154418,50194157,PV01,1303,1,0,100,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,3.0,3.0,45.0
00643169524378,2154418,50194157,PV01,1303,1,0,110,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,45.0
00643169524378,2154418,50194157,PV01,1303,1,0,120,钝化,KPL08-03,1,EA,210.0,S,210.0,S,0.0,3.0,3.0,45.0
00643169524378,2154418,50194157,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,288.0,S,288.0,S,0.0,3.0,3.0,45.0
00643169524378,2154418,50194157,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,45.0
00643169524378,2154418,50194157,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,240.0,S,0.0,3.0,3.0,45.0
00643169524378,2154418,50194157,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,45.0
00643169524385,2154420,50194165,PV01,1303,1,0,10,锯,KAM08-27,1,EA,72.0,S,72.0,S,0.0,4.0,4.0,45.0
00643169524385,2154420,50194165,PV01,1303,1,0,20,数控铣,KMC08*05,1,EA,4500.0,S,1620.0,S,0.0,4.0,4.0,45.0
00643169524385,2154420,50194165,PV01,1303,1,0,30,数控铣,KMC08-05,1,EA,1980.0,S,780.0,S,0.0,4.0,4.0,45.0
00643169524385,2154420,50194165,PV01,1303,1,0,40,研磨,KTU08-03,1,EA,240.0,S,240.0,S,0.0,4.0,4.0,45.0
00643169524385,2154420,50194165,PV01,1303,1,0,50,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,45.0
00643169524385,2154420,50194165,PV01,1303,1,0,60,非真空热处理,KHT08-01,1,EA,630.0,S,630.0,S,0.0,4.0,4.0,45.0
00643169524385,2154420,50194165,PV01,1303,1,0,70,电解,KEP08-01,1,EA,165.0,S,165.0,S,0.0,4.0,4.0,45.0
00643169524385,2154420,50194165,PV01,1303,1,0,80,喷砂,KBL08-01,1,EA,180.0,S,180.0,S,0.0,4.0,4.0,45.0
00643169524385,2154420,50194165,PV01,1303,1,0,90,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,45.0
00643169524385,2154420,50194165,PV01,1303,1,0,100,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,4.0,4.0,45.0
