Material Number,CFN,Group,Ver.,Plant,Group Counter,Sequence,Operation/activity,Operation description,Work Center,Base Quantity,Task list UOM,Machine,Unit (Machine),Labor,Unit (Labor),Fix lot size,Min lot size,Rounding Value,Max lot size
00643169524385,2154420,50194165,PV01,1303,1,0,110,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,45.0
00643169524385,2154420,50194165,PV01,1303,1,0,120,钝化,KPL08-03,1,EA,210.0,S,210.0,S,0.0,4.0,4.0,45.0
00643169524385,2154420,50194165,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,288.0,S,288.0,S,0.0,4.0,4.0,45.0
00643169524385,2154420,50194165,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,45.0
00643169524385,2154420,50194165,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,240.0,S,0.0,4.0,4.0,45.0
00643169524385,2154420,50194165,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,45.0
00643169524392,2154516,50194173,PV01,1303,1,0,10,锯,KAM08-27,1,EA,72.0,S,72.0,S,0.0,4.0,4.0,50.0
00643169524392,2154516,50194173,PV01,1303,1,0,20,数控铣,KMC08*05,1,EA,5040.0,S,1800.0,S,0.0,4.0,4.0,50.0
00643169524392,2154516,50194173,PV01,1303,1,0,30,数控铣,KMC08-05,1,EA,1872.0,S,744.0,S,0.0,4.0,4.0,50.0
00643169524392,2154516,50194173,PV01,1303,1,0,40,研磨,KTU08-03,1,EA,240.0,S,240.0,S,0.0,4.0,4.0,50.0
00643169524392,2154516,50194173,PV01,1303,1,0,50,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,50.0
00643169524392,2154516,50194173,PV01,1303,1,0,60,非真空热处理,KHT08-01,1,EA,630.0,S,120.0,S,0.0,4.0,4.0,50.0
00643169524392,2154516,50194173,PV01,1303,1,0,70,电解,KEP08-01,1,EA,102.0,S,102.0,S,0.0,4.0,4.0,50.0
00643169524392,2154516,50194173,PV01,1303,1,0,80,喷砂,KBL08-01,1,EA,180.0,S,180.0,S,0.0,4.0,4.0,50.0
00643169524392,2154516,50194173,PV01,1303,1,0,90,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,50.0
00643169524392,2154516,50194173,PV01,1303,1,0,100,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,4.0,4.0,50.0
00643169524392,2154516,50194173,PV01,1303,1,0,110,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,50.0
00643169524392,2154516,50194173,PV01,1303,1,0,120,钝化,KPL08-03,1,EA,210.0,S,210.0,S,0.0,4.0,4.0,50.0
00643169524392,2154516,50194173,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,288.0,S,288.0,S,0.0,4.0,4.0,50.0
00643169524392,2154516,50194173,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,50.0
00643169524392,2154516,50194173,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,240.0,S,0.0,4.0,4.0,50.0
00643169524392,2154516,50194173,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,50.0
00643169524408,2154518,50194180,PV01,1303,1,0,10,锯,KAM08-27,1,EA,72.0,S,72.0,S,0.0,4.0,4.0,45.0
00643169524408,2154518,50194180,PV01,1303,1,0,20,数控铣,KMC08*05,1,EA,4932.0,S,1740.0,S,0.0,4.0,4.0,45.0
00643169524408,2154518,50194180,PV01,1303,1,0,30,数控铣,KMC08-05,1,EA,1944.0,S,900.0,S,0.0,4.0,4.0,45.0
00643169524408,2154518,50194180,PV01,1303,1,0,40,研磨,KTU08-03,1,EA,240.0,S,240.0,S,0.0,4.0,4.0,45.0
00643169524408,2154518,50194180,PV01,1303,1,0,50,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,45.0
00643169524408,2154518,50194180,PV01,1303,1,0,60,非真空热处理,KHT08-01,1,EA,630.0,S,630.0,S,0.0,4.0,4.0,45.0
00643169524408,2154518,50194180,PV01,1303,1,0,70,电解,KEP08-01,1,EA,165.0,S,165.0,S,0.0,4.0,4.0,45.0
00643169524408,2154518,50194180,PV01,1303,1,0,80,喷砂,KBL08-01,1,EA,180.0,S,180.0,S,0.0,4.0,4.0,45.0
00643169524408,2154518,50194180,PV01,1303,1,0,90,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,45.0
00643169524408,2154518,50194180,PV01,1303,1,0,100,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,4.0,4.0,45.0
00643169524408,2154518,50194180,PV01,1303,1,0,110,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,45.0
00643169524408,2154518,50194180,PV01,1303,1,0,120,钝化,KPL08-03,1,EA,210.0,S,210.0,S,0.0,4.0,4.0,45.0
00643169524408,2154518,50194180,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,288.0,S,288.0,S,0.0,4.0,4.0,45.0
00643169524408,2154518,50194180,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,45.0
00643169524408,2154518,50194180,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,240.0,S,0.0,4.0,4.0,45.0
00643169524408,2154518,50194180,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,45.0
00643169524415,2154520,50194188,PV01,1303,1,0,10,锯,KAM08-27,1,EA,72.0,S,72.0,S,0.0,4.0,4.0,45.0
00643169524415,2154520,50194188,PV01,1303,1,0,20,数控铣,KMC08*05,1,EA,4860.0,S,1740.0,S,0.0,4.0,4.0,45.0
00643169524415,2154520,50194188,PV01,1303,1,0,30,数控铣,KMC08-05,1,EA,2340.0,S,900.0,S,0.0,4.0,4.0,45.0
00643169524415,2154520,50194188,PV01,1303,1,0,40,研磨,KTU08-03,1,EA,240.0,S,240.0,S,0.0,4.0,4.0,45.0
00643169524415,2154520,50194188,PV01,1303,1,0,50,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,45.0
00643169524415,2154520,50194188,PV01,1303,1,0,60,非真空热处理,KHT08-01,1,EA,630.0,S,630.0,S,0.0,4.0,4.0,45.0
00643169524415,2154520,50194188,PV01,1303,1,0,70,电解,KEP08-01,1,EA,165.0,S,165.0,S,0.0,4.0,4.0,45.0
00643169524415,2154520,50194188,PV01,1303,1,0,80,喷砂,KBL08-01,1,EA,180.0,S,180.0,S,0.0,4.0,4.0,45.0
00643169524415,2154520,50194188,PV01,1303,1,0,90,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,45.0
00643169524415,2154520,50194188,PV01,1303,1,0,100,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,4.0,4.0,45.0
00643169524415,2154520,50194188,PV01,1303,1,0,110,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,45.0
00643169524415,2154520,50194188,PV01,1303,1,0,120,钝化,KPL08-03,1,EA,210.0,S,210.0,S,0.0,4.0,4.0,45.0
00643169524415,2154520,50194188,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,288.0,S,288.0,S,0.0,4.0,4.0,45.0
00643169524415,2154520,50194188,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,45.0
00643169524415,2154520,50194188,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,240.0,S,0.0,4.0,4.0,45.0
00643169524415,2154520,50194188,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,45.0
00643169524422,2154618,50194196,PV01,1303,1,0,10,锯,KAM08-27,1,EA,252.0,S,252.0,S,0.0,3.0,3.0,43.0
00643169524422,2154618,50194196,PV01,1303,1,0,20,数控铣,KMC08*07,1,EA,5760.0,S,2040.0,S,0.0,3.0,3.0,43.0
00643169524422,2154618,50194196,PV01,1303,1,0,30,数控铣,KMC08-07,1,EA,2592.0,S,984.0,S,0.0,3.0,3.0,43.0
00643169524422,2154618,50194196,PV01,1303,1,0,40,研磨,KTU08-03,1,EA,240.0,S,240.0,S,0.0,3.0,3.0,43.0
00643169524422,2154618,50194196,PV01,1303,1,0,50,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,43.0
00643169524422,2154618,50194196,PV01,1303,1,0,60,非真空热处理,KHT08-01,1,EA,630.0,S,630.0,S,0.0,3.0,3.0,43.0
00643169524422,2154618,50194196,PV01,1303,1,0,70,电解,KEP08-01,1,EA,165.0,S,165.0,S,0.0,3.0,3.0,43.0
00643169524422,2154618,50194196,PV01,1303,1,0,80,喷砂,KBL08-01,1,EA,60.0,S,60.0,S,0.0,3.0,3.0,43.0
00643169524422,2154618,50194196,PV01,1303,1,0,90,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,43.0
00643169524422,2154618,50194196,PV01,1303,1,0,100,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,3.0,3.0,43.0
00643169524422,2154618,50194196,PV01,1303,1,0,110,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,43.0
00643169524422,2154618,50194196,PV01,1303,1,0,120,钝化,KPL08-03,1,EA,210.0,S,210.0,S,0.0,3.0,3.0,43.0
00643169524422,2154618,50194196,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,288.0,S,288.0,S,0.0,3.0,3.0,43.0
00643169524422,2154618,50194196,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,43.0
00643169524422,2154618,50194196,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,240.0,S,0.0,3.0,3.0,43.0
00643169524422,2154618,50194196,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,60.0,S,0.0,3.0,3.0,43.0
00643169524439,2154620,50194204,PV01,1303,1,0,10,锯,KAM08-27,1,EA,72.0,S,72.0,S,0.0,4.0,4.0,41.0
00643169524439,2154620,50194204,PV01,1303,1,0,20,数控铣,KMC08*07,1,EA,4860.0,S,1740.0,S,0.0,4.0,4.0,41.0
00643169524439,2154620,50194204,PV01,1303,1,0,30,数控铣,KMC08-07,1,EA,2340.0,S,900.0,S,0.0,4.0,4.0,41.0
00643169524439,2154620,50194204,PV01,1303,1,0,40,研磨,KTU08-03,1,EA,240.0,S,240.0,S,0.0,4.0,4.0,41.0
00643169524439,2154620,50194204,PV01,1303,1,0,50,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,41.0
00643169524439,2154620,50194204,PV01,1303,1,0,60,非真空热处理,KHT08-01,1,EA,630.0,S,630.0,S,0.0,4.0,4.0,41.0
00643169524439,2154620,50194204,PV01,1303,1,0,70,电解,KEP08-01,1,EA,165.0,S,165.0,S,0.0,4.0,4.0,41.0
00643169524439,2154620,50194204,PV01,1303,1,0,80,喷砂,KBL08-01,1,EA,180.0,S,180.0,S,0.0,4.0,4.0,41.0
00643169524439,2154620,50194204,PV01,1303,1,0,90,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,41.0
00643169524439,2154620,50194204,PV01,1303,1,0,100,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,4.0,4.0,41.0
00643169524439,2154620,50194204,PV01,1303,1,0,110,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,41.0
00643169524439,2154620,50194204,PV01,1303,1,0,120,钝化,KPL08-03,1,EA,210.0,S,210.0,S,0.0,4.0,4.0,41.0
00643169524439,2154620,50194204,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,288.0,S,288.0,S,0.0,4.0,4.0,41.0
00643169524439,2154620,50194204,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,41.0
00643169524439,2154620,50194204,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,240.0,S,0.0,4.0,4.0,41.0
00643169524439,2154620,50194204,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,41.0
00643169524446,2156410,50194211,PV01,1303,1,0,10,锯,KAM08-27,1,EA,72.0,S,72.0,S,0.0,5.0,5.0,70.0
00643169524446,2156410,50194211,PV01,1303,1,0,20,数控铣,KMC08*05,1,EA,3780.0,S,1380.0,S,0.0,5.0,5.0,70.0
00643169524446,2156410,50194211,PV01,1303,1,0,30,数控铣,KMC08-05,1,EA,1404.0,S,588.0,S,0.0,5.0,5.0,70.0
00643169524446,2156410,50194211,PV01,1303,1,0,40,研磨,KTU08-03,1,EA,240.0,S,240.0,S,0.0,5.0,5.0,70.0
00643169524446,2156410,50194211,PV01,1303,1,0,50,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,5.0,5.0,70.0
00643169524446,2156410,50194211,PV01,1303,1,0,60,非真空热处理,KHT08-01,1,EA,630.0,S,630.0,S,0.0,5.0,5.0,70.0
00643169524446,2156410,50194211,PV01,1303,1,0,70,电解,KEP08-01,1,EA,165.0,S,165.0,S,0.0,5.0,5.0,70.0
00643169524446,2156410,50194211,PV01,1303,1,0,80,喷砂,KBL08-01,1,EA,180.0,S,180.0,S,0.0,5.0,5.0,70.0
00643169524446,2156410,50194211,PV01,1303,1,0,90,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,5.0,5.0,70.0
00643169524446,2156410,50194211,PV01,1303,1,0,100,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,5.0,5.0,70.0
00643169524446,2156410,50194211,PV01,1303,1,0,110,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,5.0,5.0,70.0
00643169524446,2156410,50194211,PV01,1303,1,0,120,钝化,KPL08-03,1,EA,210.0,S,210.0,S,0.0,5.0,5.0,70.0
00643169524446,2156410,50194211,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,288.0,S,288.0,S,0.0,5.0,5.0,70.0
00643169524446,2156410,50194211,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,60.0,S,0.0,5.0,5.0,70.0
00643169524446,2156410,50194211,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,240.0,S,0.0,5.0,5.0,70.0
00643169524446,2156410,50194211,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,60.0,S,0.0,5.0,5.0,70.0
00643169524453,2156412,50194217,PV01,1303,1,0,10,锯,KAM08-27,1,EA,72.0,S,72.0,S,0.0,5.0,5.0,65.0
00643169524453,2156412,50194217,PV01,1303,1,0,20,数控铣,KMC08*05,1,EA,3780.0,S,1380.0,S,0.0,5.0,5.0,65.0
00643169524453,2156412,50194217,PV01,1303,1,0,30,数控铣,KMC08-05,1,EA,1620.0,S,660.0,S,0.0,5.0,5.0,65.0
00643169524453,2156412,50194217,PV01,1303,1,0,40,研磨,KTU08-03,1,EA,240.0,S,240.0,S,0.0,5.0,5.0,65.0
00643169524453,2156412,50194217,PV01,1303,1,0,50,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,5.0,5.0,65.0
00643169524453,2156412,50194217,PV01,1303,1,0,60,非真空热处理,KHT08-01,1,EA,630.0,S,630.0,S,0.0,5.0,5.0,65.0
00643169524453,2156412,50194217,PV01,1303,1,0,70,电解,KEP08-01,1,EA,165.0,S,165.0,S,0.0,5.0,5.0,65.0
00643169524453,2156412,50194217,PV01,1303,1,0,80,喷砂,KBL08-01,1,EA,180.0,S,180.0,S,0.0,5.0,5.0,65.0
00643169524453,2156412,50194217,PV01,1303,1,0,90,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,5.0,5.0,65.0
00643169524453,2156412,50194217,PV01,1303,1,0,100,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,5.0,5.0,65.0
00643169524453,2156412,50194217,PV01,1303,1,0,110,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,5.0,5.0,65.0
00643169524453,2156412,50194217,PV01,1303,1,0,120,钝化,KPL08-03,1,EA,210.0,S,210.0,S,0.0,5.0,5.0,65.0
00643169524453,2156412,50194217,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,288.0,S,288.0,S,0.0,5.0,5.0,65.0
00643169524453,2156412,50194217,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,60.0,S,0.0,5.0,5.0,65.0
00643169524453,2156412,50194217,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,240.0,S,0.0,5.0,5.0,65.0
00643169524453,2156412,50194217,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,60.0,S,0.0,5.0,5.0,65.0
00643169524460,2156414,50194225,PV01,1303,1,0,10,锯,KAM08-27,1,EA,72.0,S,72.0,S,0.0,4.0,4.0,60.0
00643169524460,2156414,50194225,PV01,1303,1,0,20,数控铣,KMC08*05,1,EA,4140.0,S,1500.0,S,0.0,4.0,4.0,60.0
00643169524460,2156414,50194225,PV01,1303,1,0,30,数控铣,KMC08-05,1,EA,1404.0,S,588.0,S,0.0,4.0,4.0,60.0
00643169524460,2156414,50194225,PV01,1303,1,0,40,研磨,KTU08-03,1,EA,240.0,S,240.0,S,0.0,4.0,4.0,60.0
00643169524460,2156414,50194225,PV01,1303,1,0,50,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,60.0
00643169524460,2156414,50194225,PV01,1303,1,0,60,非真空热处理,KHT08-01,1,EA,630.0,S,630.0,S,0.0,4.0,4.0,60.0
00643169524460,2156414,50194225,PV01,1303,1,0,70,电解,KEP08-01,1,EA,165.0,S,165.0,S,0.0,4.0,4.0,60.0
00643169524460,2156414,50194225,PV01,1303,1,0,80,喷砂,KBL08-01,1,EA,180.0,S,180.0,S,0.0,4.0,4.0,60.0
00643169524460,2156414,50194225,PV01,1303,1,0,90,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,60.0
00643169524460,2156414,50194225,PV01,1303,1,0,100,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,4.0,4.0,60.0
00643169524460,2156414,50194225,PV01,1303,1,0,110,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,60.0
00643169524460,2156414,50194225,PV01,1303,1,0,120,钝化,KPL08-03,1,EA,210.0,S,210.0,S,0.0,4.0,4.0,60.0
00643169524460,2156414,50194225,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,288.0,S,288.0,S,0.0,4.0,4.0,60.0
00643169524460,2156414,50194225,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,60.0
00643169524460,2156414,50194225,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,240.0,S,0.0,4.0,4.0,60.0
00643169524460,2156414,50194225,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,60.0
00643169524477,2156416,50194233,PV01,1303,1,0,10,锯,KAM08-27,1,EA,72.0,S,72.0,S,0.0,4.0,4.0,55.0
00643169524477,2156416,50194233,PV01,1303,1,0,20,数控铣,KMC08*05,1,EA,4140.0,S,1500.0,S,0.0,4.0,4.0,55.0
00643169524477,2156416,50194233,PV01,1303,1,0,30,数控铣,KMC08-05,1,EA,1620.0,S,660.0,S,0.0,4.0,4.0,55.0
00643169524477,2156416,50194233,PV01,1303,1,0,40,研磨,KTU08-03,1,EA,240.0,S,240.0,S,0.0,4.0,4.0,55.0
00643169524477,2156416,50194233,PV01,1303,1,0,50,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,55.0
00643169524477,2156416,50194233,PV01,1303,1,0,60,非真空热处理,KHT08-01,1,EA,630.0,S,630.0,S,0.0,4.0,4.0,55.0
00643169524477,2156416,50194233,PV01,1303,1,0,70,电解,KEP08-01,1,EA,165.0,S,165.0,S,0.0,4.0,4.0,55.0
00643169524477,2156416,50194233,PV01,1303,1,0,80,喷砂,KBL08-01,1,EA,180.0,S,180.0,S,0.0,4.0,4.0,55.0
00643169524477,2156416,50194233,PV01,1303,1,0,90,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,55.0
00643169524477,2156416,50194233,PV01,1303,1,0,100,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,4.0,4.0,55.0
00643169524477,2156416,50194233,PV01,1303,1,0,110,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,55.0
00643169524477,2156416,50194233,PV01,1303,1,0,120,钝化,KPL08-03,1,EA,210.0,S,210.0,S,0.0,4.0,4.0,55.0
00643169524477,2156416,50194233,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,288.0,S,288.0,S,0.0,4.0,4.0,55.0
00643169524477,2156416,50194233,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,55.0
00643169524477,2156416,50194233,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,240.0,S,0.0,4.0,4.0,55.0
00643169524477,2156416,50194233,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,55.0
00643169524484,2156418,50194241,PV01,1303,1,0,10,锯,KAM08-27,1,EA,72.0,S,72.0,S,0.0,4.0,4.0,50.0
00643169524484,2156418,50194241,PV01,1303,1,0,20,数控铣,KMC08*05,1,EA,4140.0,S,1500.0,S,0.0,4.0,4.0,50.0
00643169524484,2156418,50194241,PV01,1303,1,0,30,数控铣,KMC08-05,1,EA,1404.0,S,588.0,S,0.0,4.0,4.0,50.0
00643169524484,2156418,50194241,PV01,1303,1,0,40,研磨,KTU08-03,1,EA,240.0,S,240.0,S,0.0,4.0,4.0,50.0
00643169524484,2156418,50194241,PV01,1303,1,0,50,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,50.0
00643169524484,2156418,50194241,PV01,1303,1,0,60,非真空热处理,KHT08-01,1,EA,630.0,S,630.0,S,0.0,4.0,4.0,50.0
00643169524484,2156418,50194241,PV01,1303,1,0,70,电解,KEP08-01,1,EA,165.0,S,165.0,S,0.0,4.0,4.0,50.0
00643169524484,2156418,50194241,PV01,1303,1,0,80,喷砂,KBL08-01,1,EA,180.0,S,180.0,S,0.0,4.0,4.0,50.0
00643169524484,2156418,50194241,PV01,1303,1,0,90,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,50.0
00643169524484,2156418,50194241,PV01,1303,1,0,100,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,4.0,4.0,50.0
00643169524484,2156418,50194241,PV01,1303,1,0,110,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,50.0
00643169524484,2156418,50194241,PV01,1303,1,0,120,钝化,KPL08-03,1,EA,210.0,S,210.0,S,0.0,4.0,4.0,50.0
00643169524484,2156418,50194241,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,288.0,S,288.0,S,0.0,4.0,4.0,50.0
00643169524484,2156418,50194241,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,50.0
00643169524484,2156418,50194241,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,240.0,S,0.0,4.0,4.0,50.0
00643169524484,2156418,50194241,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,50.0
00643169524491,2156420,50194249,PV01,1303,1,0,10,锯,KAM08-27,1,EA,72.0,S,72.0,S,0.0,4.0,4.0,45.0
00643169524491,2156420,50194249,PV01,1303,1,0,20,数控铣,KMC08*05,1,EA,4140.0,S,1500.0,S,0.0,4.0,4.0,45.0
00643169524491,2156420,50194249,PV01,1303,1,0,30,数控铣,KMC08-05,1,EA,1404.0,S,588.0,S,0.0,4.0,4.0,45.0
00643169524491,2156420,50194249,PV01,1303,1,0,40,研磨,KTU08-03,1,EA,240.0,S,240.0,S,0.0,4.0,4.0,45.0
00643169524491,2156420,50194249,PV01,1303,1,0,50,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,45.0
00643169524491,2156420,50194249,PV01,1303,1,0,60,非真空热处理,KHT08-01,1,EA,630.0,S,630.0,S,0.0,4.0,4.0,45.0
00643169524491,2156420,50194249,PV01,1303,1,0,70,电解,KEP08-01,1,EA,165.0,S,165.0,S,0.0,4.0,4.0,45.0
00643169524491,2156420,50194249,PV01,1303,1,0,80,喷砂,KBL08-01,1,EA,180.0,S,180.0,S,0.0,4.0,4.0,45.0
00643169524491,2156420,50194249,PV01,1303,1,0,90,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,45.0
00643169524491,2156420,50194249,PV01,1303,1,0,100,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,4.0,4.0,45.0
00643169524491,2156420,50194249,PV01,1303,1,0,110,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,45.0
00643169524491,2156420,50194249,PV01,1303,1,0,120,钝化,KPL08-03,1,EA,210.0,S,210.0,S,0.0,4.0,4.0,45.0
00643169524491,2156420,50194249,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,288.0,S,288.0,S,0.0,4.0,4.0,45.0
00643169524491,2156420,50194249,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,45.0
00643169524491,2156420,50194249,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,240.0,S,0.0,4.0,4.0,45.0
00643169524491,2156420,50194249,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,60.0,S,0.0,4.0,4.0,45.0
00643169524613,2150340,50192430,PV01,1303,1,0,20,纵切车,KSL08*14,1,EA,1375.2,S,578.35,S,0.0,8.0,8.0,143.0
00643169524613,2150340,50192430,PV01,1303,1,0,30,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,8.0,8.0,143.0
00643169524613,2150340,50192430,PV01,1303,1,0,40,非真空热处理,KHT08-01,1,EA,630.0,S,630.0,S,0.0,8.0,8.0,143.0
00643169524613,2150340,50192430,PV01,1303,1,0,50,钳工,B01-08,1,EA,0.0,S,120.0,S,0.0,8.0,8.0,143.0
00643169524613,2150340,50192430,PV01,1303,1,0,60,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,8.0,8.0,143.0
00643169524613,2150340,50192430,PV01,1303,1,0,70,电解,KEP08-01,1,EA,165.0,S,165.0,S,0.0,8.0,8.0,143.0
00643169524613,2150340,50192430,PV01,1303,1,0,80,抛光,KPO08-03,1,EA,120.0,S,120.0,S,0.0,8.0,8.0,143.0
00643169524613,2150340,50192430,PV01,1303,1,0,90,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,8.0,8.0,143.0
00643169524613,2150340,50192430,PV01,1303,1,0,100,喷砂,KBL08-01,1,EA,120.0,S,120.0,S,0.0,8.0,8.0,143.0
00643169524613,2150340,50192430,PV01,1303,1,0,110,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,8.0,8.0,143.0
00643169524613,2150340,50192430,PV01,1303,1,0,120,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,8.0,8.0,143.0
00643169524613,2150340,50192430,PV01,1303,1,0,130,清洗,C01-08,1,EA,0.0,S,60.0,S,0.0,8.0,8.0,143.0
00643169524613,2150340,50192430,PV01,1303,1,0,140,钝化,KPL08-03,1,EA,210.0,S,210.0,S,0.0,8.0,8.0,143.0
